ID,Artist,Title,File_Path,Play_Count,Comment,BPM,BPM_max,BPM_min,Musical_Key_Int,Color,Musical_Key,Harmonic_Key,Kind
993,Satellites & Cosmonaut,Sunrise (Rektchordz Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//03-satellites_and_cosmonaut-sunrise_(rektchordz_remix).mp3,,Enjoy!,160.0099733366489,162.80689840393256,157.26109776793493,2,,D,10b,Calculated
994,Satellites & Cosmonaut,Sunrise (Mars Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//04-satellites_and_cosmonaut-sunrise_(mars_remix).mp3,,Enjoy!,114.36191247450517,116.36092349283389,112.39724326897279,19,,Gm,6a,Calculated
994,Satellites & Cosmonaut,Sunrise (Mars Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//04-satellites_and_cosmonaut-sunrise_(mars_remix).mp3,,Enjoy!,121.16222566708615,123.280104066223,119.08073115120038,20,,Abm,1a,Calculated
994,Satellites & Cosmonaut,Sunrise (Mars Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//04-satellites_and_cosmonaut-sunrise_(mars_remix).mp3,,Enjoy!,128.36690652471032,130.61072052693657,126.16163990401809,21,,Am,8a,Calculated
994,Satellites & Cosmonaut,Sunrise (Mars Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//04-satellites_and_cosmonaut-sunrise_(mars_remix).mp3,,Enjoy!,136.0,138.37723812596533,133.66360140215414,22,,Bbm,3a,Calculated
994,Satellites & Cosmonaut,Sunrise (Mars Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//04-satellites_and_cosmonaut-sunrise_(mars_remix).mp3,,Enjoy!,144.08698083286416,146.60557689382827,141.61165274473368,23,,Bm,10a,Calculated
994,Satellites & Cosmonaut,Sunrise (Mars Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//04-satellites_and_cosmonaut-sunrise_(mars_remix).mp3,,Enjoy!,152.65483857007473,155.32319814626493,150.03231981426953,24,,Cm,5a,Calculated
994,Satellites & Cosmonaut,Sunrise (Mars Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//04-satellites_and_cosmonaut-sunrise_(mars_remix).mp3,,Enjoy!,161.73216764037005,164.55919613382378,158.9537058043294,1,,Db,3b,Calculated
994,Satellites & Cosmonaut,Sunrise (Mars Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//04-satellites_and_cosmonaut-sunrise_(mars_remix).mp3,,Enjoy!,171.34926278570276,174.34439514121914,168.4055850113319,2,,D,10b,Calculated
995,Satellites & Cosmonaut,Sunrise (Access Denied Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//05-satellites_and_cosmonaut-sunrise_(access_denied_remix).mp3,,Enjoy!,113.52101605925145,115.50532846715127,111.57079295081857,19,,Gm,6a,Calculated
995,Satellites & Cosmonaut,Sunrise (Access Denied Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//05-satellites_and_cosmonaut-sunrise_(access_denied_remix).mp3,,Enjoy!,120.2713269489458,122.37363271279489,118.20513753979449,20,,Abm,1a,Calculated
995,Satellites & Cosmonaut,Sunrise (Access Denied Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//05-satellites_and_cosmonaut-sunrise_(access_denied_remix).mp3,,Enjoy!,127.42303221202863,129.65034758188557,125.23398078707679,21,,Am,8a,Calculated
995,Satellites & Cosmonaut,Sunrise (Access Denied Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//05-satellites_and_cosmonaut-sunrise_(access_denied_remix).mp3,,Enjoy!,135.0,137.35975843386265,132.68078080360888,22,,Bbm,3a,Calculated
995,Satellites & Cosmonaut,Sunrise (Access Denied Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//05-satellites_and_cosmonaut-sunrise_(access_denied_remix).mp3,,Enjoy!,143.02751773850486,145.52759471078542,140.57039059219886,23,,Bm,10a,Calculated
995,Satellites & Cosmonaut,Sunrise (Access Denied Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//05-satellites_and_cosmonaut-sunrise_(access_denied_remix).mp3,,Enjoy!,151.53237652176534,154.18111580695412,148.92914099210577,24,,Cm,5a,Calculated
995,Satellites & Cosmonaut,Sunrise (Access Denied Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//05-satellites_and_cosmonaut-sunrise_(access_denied_remix).mp3,,Enjoy!,160.54296052536733,163.34920204460448,157.78492855576815,1,,Db,3b,Calculated
995,Satellites & Cosmonaut,Sunrise (Access Denied Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//05-satellites_and_cosmonaut-sunrise_(access_denied_remix).mp3,,Enjoy!,170.0893417358079,173.0624510592984,167.16730865095445,2,,D,10b,Calculated
996,Satellites & Cosmonaut,Sunrise (4kuba Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//06-satellites_and_cosmonaut-sunrise_(4kuba_remix).mp3,,Enjoy!,112.68011964399774,114.64973344146867,110.74434263266436,18,,Gbm,11a,Calculated
996,Satellites & Cosmonaut,Sunrise (4kuba Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//06-satellites_and_cosmonaut-sunrise_(4kuba_remix).mp3,,Enjoy!,119.38042823080546,121.46716135936678,117.32954392838862,19,,Gm,6a,Calculated
996,Satellites & Cosmonaut,Sunrise (4kuba Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//06-satellites_and_cosmonaut-sunrise_(4kuba_remix).mp3,,Enjoy!,126.47915789934693,128.68997463683456,124.30632167013547,20,,Abm,1a,Calculated
996,Satellites & Cosmonaut,Sunrise (4kuba Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//06-satellites_and_cosmonaut-sunrise_(4kuba_remix).mp3,,Enjoy!,134.0,136.34227874175997,131.69796020506365,21,,Am,8a,Calculated
996,Satellites & Cosmonaut,Sunrise (4kuba Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//06-satellites_and_cosmonaut-sunrise_(4kuba_remix).mp3,,Enjoy!,141.96805464414558,144.4496125277426,139.52912843966408,22,,Bbm,3a,Calculated
996,Satellites & Cosmonaut,Sunrise (4kuba Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//06-satellites_and_cosmonaut-sunrise_(4kuba_remix).mp3,,Enjoy!,150.40991447345598,153.03903346764338,147.82596216994202,23,,Bm,10a,Calculated
996,Satellites & Cosmonaut,Sunrise (4kuba Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//06-satellites_and_cosmonaut-sunrise_(4kuba_remix).mp3,,Enjoy!,159.35375341036462,162.1392079553852,156.6161513072069,24,,Cm,5a,Calculated
996,Satellites & Cosmonaut,Sunrise (4kuba Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//06-satellites_and_cosmonaut-sunrise_(4kuba_remix).mp3,,Enjoy!,168.82942068591302,171.78050697737768,165.92903229057703,1,,Db,3b,Calculated
997,Satellites & Cosmonaut,Sunrise (Tkachev Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//07-satellites_and_cosmonaut-sunrise_(tkachev_remix).mp3,,Enjoy!,110.1574303982366,112.08294836442087,108.26499167820172,19,,Gm,6a,Calculated
997,Satellites & Cosmonaut,Sunrise (Tkachev Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//07-satellites_and_cosmonaut-sunrise_(tkachev_remix).mp3,,Enjoy!,116.70773207638445,118.74774729908245,114.70276309417096,20,,Abm,1a,Calculated
997,Satellites & Cosmonaut,Sunrise (Tkachev Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//07-satellites_and_cosmonaut-sunrise_(tkachev_remix).mp3,,Enjoy!,123.64753496130186,125.80885580168156,121.52334431931155,21,,Am,8a,Calculated
997,Satellites & Cosmonaut,Sunrise (Tkachev Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//07-satellites_and_cosmonaut-sunrise_(tkachev_remix).mp3,,Enjoy!,131.0,133.2898396654519,128.7494984094279,22,,Bbm,3a,Calculated
997,Satellites & Cosmonaut,Sunrise (Tkachev Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//07-satellites_and_cosmonaut-sunrise_(tkachev_remix).mp3,,Enjoy!,138.78966536106768,141.215665978614,136.40534198205964,23,,Bm,10a,Calculated
997,Satellites & Cosmonaut,Sunrise (Tkachev Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//07-satellites_and_cosmonaut-sunrise_(tkachev_remix).mp3,,Enjoy!,147.04252832852785,149.61278644971105,144.51642570345078,24,,Cm,5a,Calculated
997,Satellites & Cosmonaut,Sunrise (Tkachev Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//07-satellites_and_cosmonaut-sunrise_(tkachev_remix).mp3,,Enjoy!,155.78613206535644,158.5092256877273,153.10981956152315,1,,Db,3b,Calculated
997,Satellites & Cosmonaut,Sunrise (Tkachev Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-(XSSR004)-WEB-2009-CBR//07-satellites_and_cosmonaut-sunrise_(tkachev_remix).mp3,,Enjoy!,165.04965753622838,167.93467473161547,162.2142032094447,2,,D,10b,Calculated
998,Satellites & Cosmonaut,Sunrise (Original Mix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//01-satellites_and_cosmonaut-sunrise_(original_mix).mp3,,Enjoy!,112.68011964399774,114.64973344146867,110.74434263266436,19,,Gm,6a,Calculated
998,Satellites & Cosmonaut,Sunrise (Original Mix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//01-satellites_and_cosmonaut-sunrise_(original_mix).mp3,,Enjoy!,119.38042823080546,121.46716135936678,117.32954392838862,20,,Abm,1a,Calculated
998,Satellites & Cosmonaut,Sunrise (Original Mix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//01-satellites_and_cosmonaut-sunrise_(original_mix).mp3,,Enjoy!,126.47915789934693,128.68997463683456,124.30632167013547,21,,Am,8a,Calculated
998,Satellites & Cosmonaut,Sunrise (Original Mix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//01-satellites_and_cosmonaut-sunrise_(original_mix).mp3,,Enjoy!,134.0,136.34227874175997,131.69796020506365,22,,Bbm,3a,Calculated
998,Satellites & Cosmonaut,Sunrise (Original Mix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//01-satellites_and_cosmonaut-sunrise_(original_mix).mp3,,Enjoy!,141.96805464414558,144.4496125277426,139.52912843966408,23,,Bm,10a,Calculated
998,Satellites & Cosmonaut,Sunrise (Original Mix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//01-satellites_and_cosmonaut-sunrise_(original_mix).mp3,,Enjoy!,150.40991447345598,153.03903346764338,147.82596216994202,24,,Cm,5a,Calculated
998,Satellites & Cosmonaut,Sunrise (Original Mix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//01-satellites_and_cosmonaut-sunrise_(original_mix).mp3,,Enjoy!,159.35375341036462,162.1392079553852,156.6161513072069,1,,Db,3b,Calculated
998,Satellites & Cosmonaut,Sunrise (Original Mix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//01-satellites_and_cosmonaut-sunrise_(original_mix).mp3,,Enjoy!,168.82942068591302,171.78050697737768,165.92903229057703,2,,D,10b,Calculated
999,Satellites & Cosmonaut,Sunrise (Fonarev & Melodicia Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//02-satellites_and_cosmonaut-sunrise_(fonarev_and_melodicia_remix).mp3,,Enjoy!,113.52101605925145,115.50532846715127,111.57079295081857,19,,Gm,6a,Calculated
999,Satellites & Cosmonaut,Sunrise (Fonarev & Melodicia Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//02-satellites_and_cosmonaut-sunrise_(fonarev_and_melodicia_remix).mp3,,Enjoy!,120.2713269489458,122.37363271279489,118.20513753979449,20,,Abm,1a,Calculated
999,Satellites & Cosmonaut,Sunrise (Fonarev & Melodicia Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//02-satellites_and_cosmonaut-sunrise_(fonarev_and_melodicia_remix).mp3,,Enjoy!,127.42303221202863,129.65034758188557,125.23398078707679,21,,Am,8a,Calculated
999,Satellites & Cosmonaut,Sunrise (Fonarev & Melodicia Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//02-satellites_and_cosmonaut-sunrise_(fonarev_and_melodicia_remix).mp3,,Enjoy!,135.0,137.35975843386265,132.68078080360888,22,,Bbm,3a,Calculated
999,Satellites & Cosmonaut,Sunrise (Fonarev & Melodicia Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//02-satellites_and_cosmonaut-sunrise_(fonarev_and_melodicia_remix).mp3,,Enjoy!,143.02751773850486,145.52759471078542,140.57039059219886,23,,Bm,10a,Calculated
999,Satellites & Cosmonaut,Sunrise (Fonarev & Melodicia Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//02-satellites_and_cosmonaut-sunrise_(fonarev_and_melodicia_remix).mp3,,Enjoy!,151.53237652176534,154.18111580695412,148.92914099210577,24,,Cm,5a,Calculated
999,Satellites & Cosmonaut,Sunrise (Fonarev & Melodicia Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//02-satellites_and_cosmonaut-sunrise_(fonarev_and_melodicia_remix).mp3,,Enjoy!,160.54296052536733,163.34920204460448,157.78492855576815,1,,Db,3b,Calculated
999,Satellites & Cosmonaut,Sunrise (Fonarev & Melodicia Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//02-satellites_and_cosmonaut-sunrise_(fonarev_and_melodicia_remix).mp3,,Enjoy!,170.0893417358079,173.0624510592984,167.16730865095445,2,,D,10b,Calculated
1000,Satellites & Cosmonaut,Sunrise (Rektchordz Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//03-satellites_and_cosmonaut-sunrise_(rektchordz_remix).mp3,,Enjoy!,106.79384473722175,108.66056826169047,104.95919040558489,19,,Gm,6a,Calculated
1000,Satellites & Cosmonaut,Sunrise (Rektchordz Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//03-satellites_and_cosmonaut-sunrise_(rektchordz_remix).mp3,,Enjoy!,113.14413720382309,115.12186188537001,111.20038864854742,20,,Abm,1a,Calculated
1000,Satellites & Cosmonaut,Sunrise (Rektchordz Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//03-satellites_and_cosmonaut-sunrise_(rektchordz_remix).mp3,,Enjoy!,119.87203771057507,121.96736402147752,117.81270785154629,21,,Am,8a,Calculated
1000,Satellites & Cosmonaut,Sunrise (Rektchordz Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//03-satellites_and_cosmonaut-sunrise_(rektchordz_remix).mp3,,Enjoy!,127.0,129.21992089704116,124.81821601524689,22,,Bbm,3a,Calculated
1000,Satellites & Cosmonaut,Sunrise (Rektchordz Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//03-satellites_and_cosmonaut-sunrise_(rektchordz_remix).mp3,,Enjoy!,134.5518129836305,136.90373724644257,132.24029337192042,23,,Bm,10a,Calculated
1000,Satellites & Cosmonaut,Sunrise (Rektchordz Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//03-satellites_and_cosmonaut-sunrise_(rektchordz_remix).mp3,,Enjoy!,142.55268013529036,145.04445709246795,140.10371041479578,24,,Cm,5a,Calculated
1000,Satellites & Cosmonaut,Sunrise (Rektchordz Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//03-satellites_and_cosmonaut-sunrise_(rektchordz_remix).mp3,,Enjoy!,151.02930360534558,153.66924933085014,148.4347105672782,1,,Db,3b,Calculated
1000,Satellites & Cosmonaut,Sunrise (Rektchordz Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//03-satellites_and_cosmonaut-sunrise_(rektchordz_remix).mp3,,Enjoy!,160.0099733366489,162.80689840393256,157.26109776793493,2,,D,10b,Calculated
1001,Satellites & Cosmonaut,Sunrise (Mars Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//04-satellites_and_cosmonaut-sunrise_(mars_remix).mp3,,Enjoy!,114.36191247450517,116.36092349283389,112.39724326897279,19,,Gm,6a,Calculated
1001,Satellites & Cosmonaut,Sunrise (Mars Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//04-satellites_and_cosmonaut-sunrise_(mars_remix).mp3,,Enjoy!,121.16222566708615,123.280104066223,119.08073115120038,20,,Abm,1a,Calculated
1001,Satellites & Cosmonaut,Sunrise (Mars Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//04-satellites_and_cosmonaut-sunrise_(mars_remix).mp3,,Enjoy!,128.36690652471032,130.61072052693657,126.16163990401809,21,,Am,8a,Calculated
1001,Satellites & Cosmonaut,Sunrise (Mars Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//04-satellites_and_cosmonaut-sunrise_(mars_remix).mp3,,Enjoy!,136.0,138.37723812596533,133.66360140215414,22,,Bbm,3a,Calculated
1001,Satellites & Cosmonaut,Sunrise (Mars Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//04-satellites_and_cosmonaut-sunrise_(mars_remix).mp3,,Enjoy!,144.08698083286416,146.60557689382827,141.61165274473368,23,,Bm,10a,Calculated
1001,Satellites & Cosmonaut,Sunrise (Mars Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//04-satellites_and_cosmonaut-sunrise_(mars_remix).mp3,,Enjoy!,152.65483857007473,155.32319814626493,150.03231981426953,24,,Cm,5a,Calculated
1001,Satellites & Cosmonaut,Sunrise (Mars Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//04-satellites_and_cosmonaut-sunrise_(mars_remix).mp3,,Enjoy!,161.73216764037005,164.55919613382378,158.9537058043294,1,,Db,3b,Calculated
1001,Satellites & Cosmonaut,Sunrise (Mars Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//04-satellites_and_cosmonaut-sunrise_(mars_remix).mp3,,Enjoy!,171.34926278570276,174.34439514121914,168.4055850113319,2,,D,10b,Calculated
1002,Satellites & Cosmonaut,Sunrise (Access Denied Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//05-satellites_and_cosmonaut-sunrise_(access_denied_remix).mp3,,Enjoy!,113.52101605925145,115.50532846715127,111.57079295081857,19,,Gm,6a,Calculated
1002,Satellites & Cosmonaut,Sunrise (Access Denied Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//05-satellites_and_cosmonaut-sunrise_(access_denied_remix).mp3,,Enjoy!,120.2713269489458,122.37363271279489,118.20513753979449,20,,Abm,1a,Calculated
1002,Satellites & Cosmonaut,Sunrise (Access Denied Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//05-satellites_and_cosmonaut-sunrise_(access_denied_remix).mp3,,Enjoy!,127.42303221202863,129.65034758188557,125.23398078707679,21,,Am,8a,Calculated
1002,Satellites & Cosmonaut,Sunrise (Access Denied Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//05-satellites_and_cosmonaut-sunrise_(access_denied_remix).mp3,,Enjoy!,135.0,137.35975843386265,132.68078080360888,22,,Bbm,3a,Calculated
1002,Satellites & Cosmonaut,Sunrise (Access Denied Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//05-satellites_and_cosmonaut-sunrise_(access_denied_remix).mp3,,Enjoy!,143.02751773850486,145.52759471078542,140.57039059219886,23,,Bm,10a,Calculated
1002,Satellites & Cosmonaut,Sunrise (Access Denied Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//05-satellites_and_cosmonaut-sunrise_(access_denied_remix).mp3,,Enjoy!,151.53237652176534,154.18111580695412,148.92914099210577,24,,Cm,5a,Calculated
1002,Satellites & Cosmonaut,Sunrise (Access Denied Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//05-satellites_and_cosmonaut-sunrise_(access_denied_remix).mp3,,Enjoy!,160.54296052536733,163.34920204460448,157.78492855576815,1,,Db,3b,Calculated
1002,Satellites & Cosmonaut,Sunrise (Access Denied Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//05-satellites_and_cosmonaut-sunrise_(access_denied_remix).mp3,,Enjoy!,170.0893417358079,173.0624510592984,167.16730865095445,2,,D,10b,Calculated
1003,Satellites & Cosmonaut,Sunrise (4kuba Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//06-satellites_and_cosmonaut-sunrise_(4kuba_remix).mp3,,Enjoy!,112.68011964399774,114.64973344146867,110.74434263266436,18,,Gbm,11a,Calculated
1003,Satellites & Cosmonaut,Sunrise (4kuba Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//06-satellites_and_cosmonaut-sunrise_(4kuba_remix).mp3,,Enjoy!,119.38042823080546,121.46716135936678,117.32954392838862,19,,Gm,6a,Calculated
1003,Satellites & Cosmonaut,Sunrise (4kuba Remix),//DJ//ALBUMOK//[torrents.ru]_breaks_pack_march_2009//Satellites_And_Cosmonaut-Sunrise-XSSR004_-WEB-2009-CBR//06-satellites_and_cosmonaut-sunrise_(4kuba_remix).mp3,,Enjoy!,126.47915789934693,128.68997463683456,124.30632167013547,20,,Abm,1a,Calculated
